,rank,name,directors,actors,type,showdate,runtime,showplace,language,score,vote,longcomment,shortcomment,seen,tosee,fivestars,fourstars,threestars,twostars,onestar
0,1,肖申克的救赎,弗兰克·德拉邦特,蒂姆·罗宾斯,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
27,1,肖申克的救赎,弗兰克·德拉邦特,布赖恩·利比,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
28,1,肖申克的救赎,弗兰克·德拉邦特,摩根·弗里曼,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
29,1,肖申克的救赎,弗兰克·德拉邦特,摩根·弗里曼,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
30,1,肖申克的救赎,弗兰克·德拉邦特,大卫·普罗瓦尔,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
31,1,肖申克的救赎,弗兰克·德拉邦特,大卫·普罗瓦尔,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
32,1,肖申克的救赎,弗兰克·德拉邦特,威廉姆·赛德勒,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
33,1,肖申克的救赎,弗兰克·德拉邦特,威廉姆·赛德勒,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
34,1,肖申克的救赎,弗兰克·德拉邦特,克兰西·布朗,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
35,1,肖申克的救赎,弗兰克·德拉邦特,克兰西·布朗,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
36,1,肖申克的救赎,弗兰克·德拉邦特,吉尔·贝罗斯,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
26,1,肖申克的救赎,弗兰克·德拉邦特,布赖恩·利比,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
37,1,肖申克的救赎,弗兰克·德拉邦特,吉尔·贝罗斯,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
40,1,肖申克的救赎,弗兰克·德拉邦特,詹姆斯·惠特摩,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
41,1,肖申克的救赎,弗兰克·德拉邦特,詹姆斯·惠特摩,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
42,1,肖申克的救赎,弗兰克·德拉邦特,杰弗里·德曼,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
43,1,肖申克的救赎,弗兰克·德拉邦特,杰弗里·德曼,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
44,1,肖申克的救赎,弗兰克·德拉邦特,拉里·布兰登伯格,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
45,1,肖申克的救赎,弗兰克·德拉邦特,拉里·布兰登伯格,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
46,1,肖申克的救赎,弗兰克·德拉邦特,尼尔·吉恩托利,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
47,1,肖申克的救赎,弗兰克·德拉邦特,尼尔·吉恩托利,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
48,1,肖申克的救赎,弗兰克·德拉邦特,马克·罗斯顿,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
49,1,肖申克的救赎,弗兰克·德拉邦特,马克·罗斯顿,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
39,1,肖申克的救赎,弗兰克·德拉邦特,鲍勃·冈顿,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
25,1,肖申克的救赎,弗兰克·德拉邦特,芮妮·布莱恩,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
38,1,肖申克的救赎,弗兰克·德拉邦特,鲍勃·冈顿,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
23,1,肖申克的救赎,弗兰克·德拉邦特,约瑟夫·劳格诺,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
24,1,肖申克的救赎,弗兰克·德拉邦特,芮妮·布莱恩,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
1,1,肖申克的救赎,弗兰克·德拉邦特,蒂姆·罗宾斯,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
2,1,肖申克的救赎,弗兰克·德拉邦特,唐·麦克马纳斯,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
3,1,肖申克的救赎,弗兰克·德拉邦特,唐·麦克马纳斯,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
4,1,肖申克的救赎,弗兰克·德拉邦特,布赖恩·戴拉特,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
5,1,肖申克的救赎,弗兰克·德拉邦特,布赖恩·戴拉特,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
7,1,肖申克的救赎,弗兰克·德拉邦特,耐德·巴拉米,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
8,1,肖申克的救赎,弗兰克·德拉邦特,尼尔·萨默斯,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
9,1,肖申克的救赎,弗兰克·德拉邦特,尼尔·萨默斯,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
10,1,肖申克的救赎,弗兰克·德拉邦特,马克·迈尔斯,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
11,1,肖申克的救赎,弗兰克·德拉邦特,马克·迈尔斯,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
6,1,肖申克的救赎,弗兰克·德拉邦特,耐德·巴拉米,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
12,1,肖申克的救赎,弗兰克·德拉邦特,弗兰克·梅德拉诺,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
13,1,肖申克的救赎,弗兰克·德拉邦特,弗兰克·梅德拉诺,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
14,1,肖申克的救赎,弗兰克·德拉邦特,V·J·福斯特,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
15,1,肖申克的救赎,弗兰克·德拉邦特,V·J·福斯特,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
16,1,肖申克的救赎,弗兰克·德拉邦特,阿方索·弗里曼,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
17,1,肖申克的救赎,弗兰克·德拉邦特,阿方索·弗里曼,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
18,1,肖申克的救赎,弗兰克·德拉邦特,保罗·麦克兰尼,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
19,1,肖申克的救赎,弗兰克·德拉邦特,保罗·麦克兰尼,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
20,1,肖申克的救赎,弗兰克·德拉邦特,祖德·塞克利拉,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
21,1,肖申克的救赎,弗兰克·德拉邦特,祖德·塞克利拉,犯罪,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
22,1,肖申克的救赎,弗兰克·德拉邦特,约瑟夫·劳格诺,剧情,1994,142,美国,英语,9.6,1182853.0,243769,7116,1471071,144322,83.5,14.6,1.7,0.1,0.1
91,2,霸王别姬,陈凯歌,蒋雯丽,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
90,2,霸王别姬,陈凯歌,蒋雯丽,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
89,2,霸王别姬,陈凯歌,蒋雯丽,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
88,2,霸王别姬,陈凯歌,吴大维,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
87,2,霸王别姬,陈凯歌,吴大维,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
82,2,霸王别姬,陈凯歌,雷汉,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
85,2,霸王别姬,陈凯歌,吕齐,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
84,2,霸王别姬,陈凯歌,吕齐,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
83,2,霸王别姬,陈凯歌,吕齐,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
81,2,霸王别姬,陈凯歌,雷汉,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
92,2,霸王别姬,陈凯歌,英达,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
86,2,霸王别姬,陈凯歌,吴大维,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
93,2,霸王别姬,陈凯歌,英达,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
105,2,霸王别姬,陈凯歌,尹治,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
95,2,霸王别姬,陈凯歌,葛优,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
96,2,霸王别姬,陈凯歌,葛优,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
97,2,霸王别姬,陈凯歌,葛优,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
98,2,霸王别姬,陈凯歌,巩俐,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
99,2,霸王别姬,陈凯歌,巩俐,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
100,2,霸王别姬,陈凯歌,巩俐,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
101,2,霸王别姬,陈凯歌,张丰毅,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
102,2,霸王别姬,陈凯歌,张丰毅,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
103,2,霸王别姬,陈凯歌,张丰毅,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
104,2,霸王别姬,陈凯歌,尹治,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
106,2,霸王别姬,陈凯歌,尹治,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
79,2,霸王别姬,陈凯歌,张国荣,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
94,2,霸王别姬,陈凯歌,英达,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
78,2,霸王别姬,陈凯歌,张国荣,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
80,2,霸王别姬,陈凯歌,雷汉,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
76,2,霸王别姬,陈凯歌,马明威,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
77,2,霸王别姬,陈凯歌,张国荣,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
50,2,霸王别姬,陈凯歌,费振翔,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
51,2,霸王别姬,陈凯歌,费振翔,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
53,2,霸王别姬,陈凯歌,黄斐,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
54,2,霸王别姬,陈凯歌,黄斐,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
55,2,霸王别姬,陈凯歌,黄斐,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
56,2,霸王别姬,陈凯歌,沈慧芬,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
57,2,霸王别姬,陈凯歌,沈慧芬,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
58,2,霸王别姬,陈凯歌,沈慧芬,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
59,2,霸王别姬,陈凯歌,童弟,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
60,2,霸王别姬,陈凯歌,童弟,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
61,2,霸王别姬,陈凯歌,童弟,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
62,2,霸王别姬,陈凯歌,李丹,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
52,2,霸王别姬,陈凯歌,费振翔,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
64,2,霸王别姬,陈凯歌,李丹,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
63,2,霸王别姬,陈凯歌,李丹,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
75,2,霸王别姬,陈凯歌,马明威,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
73,2,霸王别姬,陈凯歌,智一桐,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
72,2,霸王别姬,陈凯歌,智一桐,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
71,2,霸王别姬,陈凯歌,智一桐,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
74,2,霸王别姬,陈凯歌,马明威,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
69,2,霸王别姬,陈凯歌,李春,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
68,2,霸王别姬,陈凯歌,李春,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
67,2,霸王别姬,陈凯歌,赵海龙,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
66,2,霸王别姬,陈凯歌,赵海龙,爱情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
65,2,霸王别姬,陈凯歌,赵海龙,剧情,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
70,2,霸王别姬,陈凯歌,李春,同性,1993,171,中国大陆,汉语普通话,9.6,867768.0,196884,5892,1131041,140344,80.9,16.5,2.4,0.2,0.1
154,3,这个杀手不太冷,吕克·贝松,让·雷诺,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
140,3,这个杀手不太冷,吕克·贝松,彼得·阿佩尔,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
139,3,这个杀手不太冷,吕克·贝松,迈克尔·巴达鲁科,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
138,3,这个杀手不太冷,吕克·贝松,迈克尔·巴达鲁科,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
136,3,这个杀手不太冷,吕克·贝松,伊丽莎白·瑞根,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
135,3,这个杀手不太冷,吕克·贝松,伊丽莎白·瑞根,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
134,3,这个杀手不太冷,吕克·贝松,伊丽莎白·瑞根,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
141,3,这个杀手不太冷,吕克·贝松,彼得·阿佩尔,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
133,3,这个杀手不太冷,吕克·贝松,艾伦·格里尼,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
137,3,这个杀手不太冷,吕克·贝松,迈克尔·巴达鲁科,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
142,3,这个杀手不太冷,吕克·贝松,彼得·阿佩尔,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
148,3,这个杀手不太冷,吕克·贝松,加里·奥德曼,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
144,3,这个杀手不太冷,吕克·贝松,丹尼·爱罗,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
145,3,这个杀手不太冷,吕克·贝松,丹尼·爱罗,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
146,3,这个杀手不太冷,吕克·贝松,加里·奥德曼,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
147,3,这个杀手不太冷,吕克·贝松,加里·奥德曼,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
149,3,这个杀手不太冷,吕克·贝松,娜塔莉·波特曼,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
150,3,这个杀手不太冷,吕克·贝松,娜塔莉·波特曼,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
151,3,这个杀手不太冷,吕克·贝松,娜塔莉·波特曼,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
152,3,这个杀手不太冷,吕克·贝松,让·雷诺,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
153,3,这个杀手不太冷,吕克·贝松,让·雷诺,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
132,3,这个杀手不太冷,吕克·贝松,艾伦·格里尼,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
143,3,这个杀手不太冷,吕克·贝松,丹尼·爱罗,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
131,3,这个杀手不太冷,吕克·贝松,艾伦·格里尼,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
120,3,这个杀手不太冷,吕克·贝松,罗伯特·拉萨多,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
129,3,这个杀手不太冷,吕克·贝松,弗兰克·赛格,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
107,3,这个杀手不太冷,吕克·贝松,麦温,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
108,3,这个杀手不太冷,吕克·贝松,麦温,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
109,3,这个杀手不太冷,吕克·贝松,麦温,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
110,3,这个杀手不太冷,吕克·贝松,萨米·纳塞利,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
111,3,这个杀手不太冷,吕克·贝松,萨米·纳塞利,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
112,3,这个杀手不太冷,吕克·贝松,萨米·纳塞利,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
113,3,这个杀手不太冷,吕克·贝松,马里奥·托迪斯科,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
130,3,这个杀手不太冷,吕克·贝松,弗兰克·赛格,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
115,3,这个杀手不太冷,吕克·贝松,马里奥·托迪斯科,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
116,3,这个杀手不太冷,吕克·贝松,亚当·布斯奇,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
114,3,这个杀手不太冷,吕克·贝松,马里奥·托迪斯科,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
118,3,这个杀手不太冷,吕克·贝松,亚当·布斯奇,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
128,3,这个杀手不太冷,吕克·贝松,弗兰克·赛格,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
117,3,这个杀手不太冷,吕克·贝松,亚当·布斯奇,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
126,3,这个杀手不太冷,吕克·贝松,卡尔·马图斯维奇,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
125,3,这个杀手不太冷,吕克·贝松,卡尔·马图斯维奇,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
127,3,这个杀手不太冷,吕克·贝松,卡尔·马图斯维奇,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
123,3,这个杀手不太冷,吕克·贝松,乔治·马丁,动作,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
122,3,这个杀手不太冷,吕克·贝松,乔治·马丁,剧情,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
121,3,这个杀手不太冷,吕克·贝松,罗伯特·拉萨多,犯罪,1994,110,法国,英语,9.4,1090034.0,210633,4260,1487717,119225,73.9,22.5,3.3,0.2,0.1
